hex,reg_number,flag,lat,lng,alt,dir,speed,v_speed,flight_number,flight_icao,flight_iata,dep_icao,dep_iata,arr_icao,arr_iata,airline_icao,airline_iata,aircraft_icao,updated,status
4CC52F,TF-ICC,IS,56.19,-5.42,10363,307,837,0.0,451,ICE451,FI451,EGLL,LHR,BIKF,KEF,ICE,FI,B39M,1647955710,en-route
40757F,G-UZHP,UK,50.15,-5.37,11902,162,818,0.0,43RY,EZY43RY,U26995,EGPH,EDI,LEMD,MAD,EZY,U2,A20N,1647955710,en-route
0A0086,7T-VJB,DZ,41.47,-5.34,11277,298,855,-1.0,2700,DAH2700,AH2700,DAAG,ALG,CYUL,YUL,DAH,AH,A332,1647955710,en-route
4CA9A9,EI-HAX,IE,45.16,-5.24,11277,201,811,0.0,18QQ,RYR18QQ,FR1991,EGSS,STN,LPPT,LIS,RYR,FR,B38M,1647955710,en-route
4CAA54,EI-GPO,TG,52.23,-5.23,5494,333,548,-0.30000000000000004,71P,EAI71P,,EGTE,EXT,EIDW,DUB,EAI,,AT76,1647955710,en-route
406DF5,G-SGTS,UK,56.09,-5.06,2438,310,298,0.0,453,LOG453,LM453,EGPF,GLA,EGPU,TRE,LOG,LM,DHC6,1647955710,en-route
40788C,G-OGFC,UK,52.03,-5.05,6096,332,557,0.0,86J,AUR86J,GR686,EGJB,GCI,EIDW,DUB,AUR,GR,AT76,1647955710,en-route
40750B,G-IACZ,UK,54.3,-5.05,4594,312,574,-7.2,96S,EZE96S,T3846,EGHI,SOU,EGAC,BHD,EZE,T3,AT76,1647955710,en-route
A2A3D2,N26970,US,55.66,-4.97,10363,297,903,-0.30000000000000004,906,UAL906,UA906,EDDF,FRA,KORD,ORD,UAL,UA,B789,1647955710,en-route
44017C,OE-IJH,UK,41.77,-4.92,11277,246,763,-0.30000000000000004,49HE,EJU49HE,U21611,LFMN,NCE,LPPR,OPO,EZY,U2,A320,1647955710,en-route
39CF02,F-HTYC,FR,52.0,-4.9,10972,306,948,0.30000000000000004,136,AFR136,AF136,LFPG,CDG,KORD,ORD,AFR,AF,A359,1647955710,en-route
4B161E,HB-IJU,CH,41.66,-4.9,10980,57,851,0.0,27D,EDW27D,WK285,LPMA,FNC,LSZH,ZRH,EDW,WK,A320,1647955710,en-route
39CF08,F-HTYI,FR,49.74,-4.88,12192,288,918,0.0,334,AFR334,AF334,LFPG,CDG,KBOS,BOS,AFR,AF,A359,1647955710,en-route
4CA910,EI-EPB,IE,42.88,-4.87,11582,23,855,0.0,7MQ,RYR7MQ,FR1122,GCTS,TFS,EGBB,BHX,RYR,FR,B738,1647955710,en-route
47BA78,LN-RGM,SE,42.88,-4.86,10972,23,851,0.0,66Z,SAS66Z,SK2824,LPFR,FAO,EKCH,CPH,SAS,SK,A20N,1647955710,en-route
A2C7FF,N279AV,CO,41.39,-4.86,7924,103,751,0.30000000000000004,46,AVA46,AV46,SKBO,BOG,LEMD,MAD,AVA,AV,A332,1647955710,en-route
478F43,LN-RKO,SE,61.72,-4.8100000000000005,10972,279,831,0.0,909,SAS909,SK909,EKCH,CPH,KEWR,EWR,SAS,SK,A333,1647955710,en-route
3964E8,F-GZHI,NL,43.93,-4.8100000000000005,11277,211,794,0.0,78YC,TVF78YC,TO3436,LFPO,ORY,LPPT,LIS,TRA,TO,B738,1647955710,en-route
4B0F59,HB-FVD,CH,40.38,-4.76,8534,62,548,0.0,,,,LPPT,LIS,,,,,PC12,1647955710,en-route
40619A,G-EGLA,GB,50.58,-4.69,533,353,488,-1.0,,,,,,,,,,C172,1647955710,en-route
4CA8D7,EI-ENL,IE,43.22,-4.66,11582,23,857,0.30000000000000004,2PW,RYR2PW,FR3812,GCRR,ACE,EGGP,LPL,RYR,FR,B738,1647955710,en-route
3946E0,F-GRXA,FR,43.37,-4.61,10965,25,825,-0.30000000000000004,64HY,AFR64HY,AF1025,LPPT,LIS,LFPG,CDG,AFR,AF,A319,1647955710,en-route
485A33,PH-BCH,NL,44.28,-4.47,11887,212,818,0.0,75C,KLM75C,KL1695,EHAM,AMS,LPPT,LIS,KLM,KL,B738,1647955710,en-route
4CC530,TF-ICP,IS,54.34,-4.45,10972,312,855,-0.30000000000000004,7J,ICE7J,FI543,LFPG,CDG,BIKF,KEF,ICE,FI,B38M,1647955710,en-route
407C0B,G-TUMT,DE,55.87,-4.44,0,255,29,0.0,5TM,TOM5TM,BY1247,LEAL,ALC,EGPF,GLA,TUI,BY,B38M,1647955710,en-route
406D78,G-ZBKB,UK,52.05,-4.38,9128,281,976,6.5,243,BAW243,BA243,EGLL,LHR,MMMX,MEX,BAW,BA,B789,1647955710,en-route
4077C8,G-ISAS,UK,57.47,-4.38,1097,255,218,1.0,2,HLE2,,EGPE,INV,EGEW,WRY,HLE,,EC45,1647955710,en-route
34644C,EC-NIA,ES,40.68,-4.3,4838,10,535,-5.9,38WP,IBS38WP,IB3827,GCLP,LPA,LEMD,MAD,IBS,IB,A21N,1647955710,en-route
34644D,EC-NIF,ES,40.78,-4.28,4274,11,527,-0.7000000000000001,39YQ,IBS39YQ,IB3943,GCXO,TFN,LEMD,MAD,IBS,IB,A21N,1647955710,en-route
020108,CN-NMG,AE,40.63,-4.27,11285,184,827,0.0,128C,MAC128C,3O128,EHAM,AMS,GMTT,TNG,ABY,3O,A320,1647955710,en-route
4D21C8,9H-TJC,TR,43.91,-4.24,10972,23,855,0.30000000000000004,28FZ,CXI28FZ,XR2201,GCFV,FUE,ETNL,RLG,CAI,XR,B738,1647955710,en-route
3415CF,EC-IEG,ES,41.27,-4.24,7620,104,592,0.0,4VP,IBE04VP,IB475,LEAS,OVD,LEMD,MAD,IBE,IB,A320,1647955710,en-route
AE5DFC,16-5840,US,51.87,-4.18,7932,284,675,0.0,757,HKY757,,EGUN,MHZ,,,RCH,MC,C30J,1647955710,en-route
4B1A2A,HB-JXQ,UK,41.07,-4.16,11277,208,777,0.0,1529,EZS1529,U21529,LSGG,GVA,LEZL,SVQ,EZY,U2,A320,1647955710,en-route
4009F9,G-MIDO,UK,55.67,-4.14,4579,154,633,13.0,7H,SHT7H,BA1487,EGPF,GLA,EGLL,LHR,BAW,BA,A320,1647955710,en-route
40643B,G-EZTY,UK,53.49,-4.13,4358,93,629,-12.4,65ZA,EZY65ZA,U27194,LPFR,FAO,EGGP,LPL,EZY,U2,A320,1647955710,en-route
34250A,EC-JZM,ES,41.22,-4.07,5996,46,575,-4.9,31FC,IBE31FC,IB3169,EGLL,LHR,LEMD,MAD,IBE,IB,A321,1647955710,en-route
406AE9,G-TAWU,DE,45.76,-4.02,11582,4,846,0.0,485,TOM485,BY485,GMMX,RAK,EGCC,MAN,TUI,BY,B738,1647955710,en-route
40712B,G-SRBM,GB,57.42,-4.02,2240,195,368,7.5,2,LJC2,,EGPE,INV,,,LJC,,B350,1647955710,en-route
4CAD2A,EI-HEV,IE,55.46,-3.92,3223,20,563,-5.2,63QV,RYR63QV,FR816,EIDW,DUB,EGPH,EDI,RYR,FR,B38M,1647955710,en-route
4CA9CC,EI-EVE,IE,46.59,-3.91,11582,4,837,0.0,1HG,RYR1HG,FR154,LEMD,MAD,EGGD,BRS,RYR,FR,B738,1647955710,en-route
4CA2C0,EI-DLC,IE,53.67,-3.9,9913,291,763,-9.1,5VR,RYR5VR,FR8036,EDDK,CGN,EIDW,DUB,RYR,FR,B738,1647955710,en-route
4B1902,HB-JMG,CH,48.36,-3.86,11887,85,859,0.0,29Y,EDW29Y,WK35,MDPC,PUJ,LSZH,ZRH,EDW,WK,A343,1647955710,en-route
4CAFC4,EI-GXI,IE,42.19,-3.83,11887,232,803,0.0,7465,RYR7465,FR7465,LFOT,TUF,LPPR,OPO,RYR,FR,B738,1647955710,en-route
4400EB,OE-IVT,UK,45.98,-3.83,10401,227,779,6.8,12DK,EJU12DK,U27701,LFRS,NTE,GCTS,TFS,EZY,U2,A320,1647955710,en-route
406C9A,G-CIJF,GB,53.27,-3.81,1371,101,114,0.0,,,,,,,,,,DUOD,1647955710,en-route
4CA570,EI-DWK,IE,43.42,-3.8,0,290,296,-3.9,17RM,RYR17RM,FR2593,LEMG,AGP,LEXJ,SDR,RYR,FR,B738,1647955710,en-route
39C501,F-HRIB,FR,40.37,-3.7800000000000002,617,263,1,0.30000000000000004,858X,VLJ858X,,,QYU,,,VLJ,,C525,1647955710,landed
4D231A,9H-SMF,LV,53.61,-3.75,12192,274,857,0.0,7007,WRC7007,7W7007,EPWA,WAW,KJFK,JFK,ART,7W,A333,1647955710,en-route
3420CC,EC-IZR,ES,41.0,-3.73,3284,92,464,-0.30000000000000004,5WA,IBE05WA,IB533,LEVX,VGO,LEMD,MAD,IBE,IB,A320,1647955710,en-route
4068F0,G-JAGA,UK,55.88,-3.71,6751,221,546,15.3,62JG,LNX62JG,,EGPH,EDI,EGGW,LTN,LNX,,E55P,1647955710,en-route
4CA814,EI-EKV,IE,47.95,-3.69,11582,3,850,0.0,4371,RUK4371,RK4371,LEZL,SVQ,EGCC,MAN,RYR,RK,B738,1647955710,en-route
406E0F,G-VBZZ,UK,55.09,-3.66,11582,321,911,-0.30000000000000004,105,VIR105,VS105,EGLL,LHR,KSEA,SEA,VIR,VS,B789,1647955710,en-route
406F79,G-ZBKM,UK,51.6,-3.62,11384,111,874,-9.8,242,BAW242,BA242,MMMX,MEX,EGLL,LHR,BAW,BA,B789,1647955710,en-route
4CA740,EI-EBY,IE,55.82,-3.61,1097,309,407,-7.5,3426,RYR3426,FR3426,LICJ,PMO,EGPH,EDI,RYR,FR,B738,1647955710,en-route
401A38,G-BASN,GB,50.85,-3.6,1181,183,138,0.30000000000000004,,,,EGFE,HAW,,,,,BE23,1647955710,en-route
48506D,PH-TFM,DE,53.61,-3.59,11574,276,911,0.0,395,TFL395,OR395,EHAM,AMS,TNCC,CUR,TUI,OR,B788,1647955710,en-route
401F8F,G-BJBW,GB,50.37,-3.58,457,193,179,-0.30000000000000004,,,,,,,,,,P28A,1647955710,en-route
3420CE,EC-JAZ,ES,40.91,-3.58,2545,178,424,-2.6,513,IBE513,IB513,LECO,LCG,LEMD,MAD,IBE,IB,A319,1647955710,en-route
4BC84A,TC-RBJ,TR,40.48,-3.58,0,323,35,0.0,1100,PGT1100,PC1100,LEMD,MAD,LTFJ,SAW,PGT,PC,A21N,1647955710,en-route
4ACA47,SE-RRG,NO,46.07,-3.5700000000000003,11887,229,807,0.30000000000000004,71RB,NSZ71RB,D84271,ESSA,ARN,GCTS,TFS,NOZ,D8,B738,1647955710,en-route
3450D6,EC-MJA,ES,40.5,-3.5700000000000003,0,151,29,0.0,6346,IBE6346,IB6346,MPTO,PTY,LEMD,MAD,IBE,IB,A332,1647955710,en-route
4D22C4,9H-IHH,MT,40.47,-3.5700000000000003,0,143,29,0.0,1319,RYR1319,FR1319,LEPA,PMI,LEMD,MAD,LDA,FR,A320,1647955710,en-route
34530D,EC-MNQ,ES,40.62,-3.56,1082,180,303,-3.3,99PU,ANE99PU,IB8699,LFBD,BOD,LEMD,MAD,IBE,IB,CRJX,1647955710,en-route
40756D,G-UZHO,UK,50.06,-3.51,10919,182,770,6.2,13AK,EZY13AK,U26195,EGGD,BRS,GCLP,LPA,EZY,U2,A20N,1647955710,en-route
404BE2,G-RASH,GB,56.31,-3.49,788,152,101,-0.30000000000000004,,,,,,,,,,G109,1647955710,en-route
4952C1,CS-TVA,PT,47.96,-3.49,11879,204,809,0.0,1367,TAP1367,TP1367,EGLL,LHR,LPPT,LIS,TAP,TP,A20N,1647955710,en-route
3420CA,EC-IXD,ES,46.38,-3.45,10363,8,844,0.0,31AG,IBE31AG,IB3176,LEMD,MAD,EGLL,LHR,IBE,IB,A321,1647955710,en-route
4CA643,EI-DYA,IE,45.45,-3.44,11582,20,850,0.0,3TP,RYR3TP,FR1887,LPPT,LIS,EGSS,STN,RYR,FR,B738,1647955710,en-route
398E51,F-HDSR,FR,48.35,-3.43,1463,67,196,-1.0,,,,LFRB,BES,,,,,DA40,1647955710,en-route
406B27,G-GPSI,GB,52.86,-3.43,1310,308,211,0.0,,,,,,,,,,G115,1647955710,en-route
0200AF,CN-ROZ,MA,41.48,-3.42,12184,22,863,0.0,832L,RAM832L,AT832,GMMN,CMN,EBBR,BRU,RAM,AT,B738,1647955710,en-route
4078DB,G-ORAI,UK,50.9,-3.41,5181,186,475,0.7000000000000001,71B,AUR71B,GR671,EGCC,MAN,EGJB,GCI,AUR,GR,AT76,1647955710,en-route
4D236B,9H-VUU,IE,43.86,-3.4,5036,222,544,-5.2,5YX,RYR5YX,FR9842,LFOB,BVA,LEXJ,SDR,RYR,FR,B38M,1647955710,en-route
4041B2,G-LAZL,GB,58.81,-3.39,548,324,211,0.0,,,,EGPE,INV,,,,,P28A,1647955710,en-route
4072DE,G-RAHA,GB,53.21,-3.37,220,91,85,1.0,,,,,,,,,,GLID,1647955710,en-route
407A19,G-MDSI,UK,55.31,-3.36,6400,168,522,0.0,12T,RVR12T,,EGPC,WIC,,,RVR,,PC12,1647955710,en-route
48C12B,SP-RKL,IE,55.95,-3.36,0,298,0,0.0,1073,RYR1073,FR1073,EGPH,EDI,EPWR,WRO,RYR,FR,B738,1647955710,landed
34260E,EC-KHM,ES,40.91,-3.35,2697,243,481,-4.6,3439,IBE3439,IB3439,LIRQ,FLR,LEMD,MAD,IBE,IB,A319,1647955710,en-route
DDA93A,G-CHPV,GB,56.19,-3.34,101,33,1,0.0,,,,,,,,,,GLID,1647955710,landed
406E2D,G-CLOV,GB,56.19,-3.34,105,281,1,0.0,,,,,,,,,,GLID,1647955710,landed
DDA8BB,G-DHHD,GB,56.19,-3.33,104,89,3,0.0,,,,,,,,,,GLID,1647955710,landed
407B38,G-CLZS,GB,56.19,-3.31,191,101,98,1.6,,,,,,,,,,GLID,1647955710,en-route
4076CA,G-OSGC,GB,56.19,-3.31,53,99,100,0.0,,,,,,,,,,EFOX,1647955710,en-route
4055D6,G-WZOY,GB,50.97,-3.3,129,250,140,-1.6,,,,,,,,,,COY2,1647955710,en-route
406AC4,G-GDFZ,UK,51.8,-3.29,11582,4,870,0.0,86YT,EXS86YT,LS558,LEMG,AGP,EGNT,NCL,EXS,LS,B738,1647955710,en-route
A3DF2D,N349EM,,47.63,-3.27,3215,286,848,0.0,,,,LFTW,FNI,,,,,M339,1647955710,en-route
400E46,G-SCOL,GB,56.19,-3.26,1859,48,224,0.0,,,,,,,,,,GA8,1647955710,en-route
395D67,F-GXLH,FR,52.19,-3.26,7505,4,759,-11.1,124H,BGA124H,,LFRZ,SNR,EGNR,CEG,BGA,4Y*,A337,1647955710,en-route
4CA7B9,EI-EGC,IE,51.48,-3.25,9829,10,761,-5.2,13HJ,RYR13HJ,FR9887,LEAL,ALC,EGGP,LPL,RYR,FR,B738,1647955710,en-route
402B32,G-ETDC,GB,57.45,-3.24,853,327,214,-2.6,,,,,,,,,,C172,1647955710,en-route
407CC4,G-LDGH,GB,51.41,-3.23,1112,20,268,-0.30000000000000004,29,LDG29,,EGFF,CWL,,,LDG,,DA40,1647955710,en-route
4CA76A,EI-EFO,IE,48.5,-3.19,11277,203,787,0.0,3511,RYR3511,FR3511,EGGW,LTN,GCRR,ACE,RYR,FR,B738,1647955710,en-route
4CA813,EI-EKT,IE,50.89,-3.16,11277,191,779,0.0,5MK,RYR5MK,FR2492,EGNM,LBA,GCTS,TFS,RYR,FR,B738,1647955710,en-route
382D3A,F-WWOM,FR,48.94,-3.15,2971,62,259,-0.30000000000000004,,,,,,,,AIB,,EC25,1647955710,en-route
4076CD,G-TTNJ,UK,56.63,-3.15,5509,34,622,-7.5,18C,SHT18C,BA1308,EGLL,LHR,EGPD,ABZ,BAW,BA,A20N,1647955710,en-route
AA3A7A,N75822,FI,50.86,-3.12,426,84,177,-0.30000000000000004,,,,,,,,FCM,N7,C172,1647955710,en-route
4CA739,EI-EBP,IE,51.86,-3.12,10972,287,829,-0.30000000000000004,7GC,RYR7GC,FR1183,EGKK,LGW,EINN,SNN,RYR,FR,B738,1647955710,en-route
3415CE,EC-IEF,ES,40.81,-3.11,3086,298,485,-3.9,30MZ,IBE30MZ,IB3021,LEBL,BCN,LEMD,MAD,IBE,IB,A320,1647955710,en-route
4007DE,G-LGNB,UK,57.26,-3.09,4572,18,514,-0.30000000000000004,92PJ,LOG92PJ,LM437,EGPF,GLA,EGPB,LSI,LOG,LM,SF34,1647955710,en-route
3D3BA1,D-EUVH,DE,58.45,-3.09,0,135,0,0.0,,,,,,,,,,P46T,1647955710,landed
DD0933,ZM517,,52.68,-3.06,163,117,90,1.3,,,,,,,,,ZM,R44,1647955710,en-route
43C8EB,ZM517,UK,52.68,-3.06,45,117,100,1.0,56,SYS56,,,,,,SYS,,EC35,1647955710,en-route
407B95,G-JSNS,UK,45.99,-3.05,13106,22,905,-0.30000000000000004,992,GMA992,,LPFR,FAO,,,GMA,,G280,1647955710,en-route
DD0573,ZM506,,52.79,-3.04,698,325,146,0.0,,,,,,,,,ZM,R44,1647955710,en-route
4CA303,EI-DLX,IE,47.77,-3.03,11285,191,790,0.0,5KN,RYR5KN,FR8363,EGSS,STN,LEZL,SVQ,RYR,FR,B738,1647955710,en-route
43C8E0,ZM506,UK,52.8,-3.02,541,27,170,1.6,99,SYS99,,,,,,SYS,,EC35,1647955710,en-route
4D22C8,9H-LOQ,MT,53.41,-3.02,1379,263,450,-11.1,68GE,RYR68GE,FR4353,LOWW,VIE,EGGP,LPL,LDA,FR,A320,1647955710,en-route
400DE0,G-SAJO,UK,52.02,-3.01,7620,226,433,0.0,25,LOG25,LM25,EGCC,MAN,EGHQ,NQY,LOG,LM,E145,1647955710,en-route
40697C,G-EUYR,UK,53.22,-3.01,10066,113,785,0.30000000000000004,835W,BAW835W,BA835,EIDW,DUB,EGLL,LHR,BAW,BA,A320,1647955710,en-route
3C656E,D-AIKN,DE,53.88,-3.0,10972,279,866,0.0,464,DLH464,LH464,EDDF,FRA,KMCO,MCO,DLH,LH,A333,1647955710,en-route
4CA88C,EI-ENA,IE,45.53,-2.99,10668,222,790,0.0,4GJ,RYR4GJ,FR8178,EBCI,CRL,GCTS,TFS,RYR,FR,B738,1647955710,en-route
3C65C1,D-AINA,DE,45.08,-2.99,10957,39,851,0.30000000000000004,28Y,DLH28Y,LH1167,LPPT,LIS,EDDF,FRA,DLH,LH,A20N,1647955710,en-route
4CA935,EI-DVL,IE,43.32,-2.96,152,115,218,-3.6,7D8,EIN7D8,EI748,EIDW,DUB,LEBB,BIO,EIN,EI,A320,1647955710,en-route
43C8DF,ZM505,UK,52.74,-2.93,0,90,0,0.0,90,SYS90,,,,,,SYS,,EC35,1647955710,landed
40673D,G-OBSR,UK,51.53,-2.91,1066,262,211,0.0,7SR,RVR7SR,,,,,,RVR,,P68,1647955710,en-route
4CA857,EI-EMO,IE,52.86,-2.9,7185,181,727,11.1,33BJ,RYR33BJ,FR2400,EGCC,MAN,GCRR,ACE,RYR,FR,B738,1647955710,en-route
407CAF,G-RUKC,IE,42.97,-2.89,11582,6,857,0.0,3557,RUK3557,RK3557,GMMX,RAK,EGSS,STN,RYR,RK,B738,1647955710,en-route
4B191D,HB-JNH,CH,51.73,-2.89,9144,282,959,0.0,64,SWR64,LX64,LSZH,ZRH,KMIA,MIA,SWR,LX,B77W,1647955710,en-route
4010EC,G-EZBX,UK,53.04,-2.88,11590,11,829,0.0,157W,EZY157W,U26816,EGJJ,JER,EGPF,GLA,EZY,U2,A319,1647955710,en-route
48455F,PH-BVB,NL,51.6,-2.8200000000000003,10668,95,857,0.30000000000000004,744,KLM744,KL744,SPJC,LIM,EHAM,AMS,KLM,KL,B77W,1647955710,en-route
4005A9,G-ETPK,UK,51.12,-2.8,3657,172,463,1.0,86,ETP86,,,,,,ETP,,RJ70,1647955710,en-route
400FE2,G-EZBR,UK,45.17,-2.8,11582,8,835,-0.30000000000000004,69PK,EZY69PK,U28606,LEMG,AGP,EGKK,LGW,EZY,U2,A319,1647955710,en-route
40196B,G-AZOA,GB,52.84,-2.79,121,244,151,-5.9,,,,,,,,,,B209,1647955710,en-route
4CA257,EI-DHB,IE,53.48,-2.79,5303,92,553,-7.8,340L,RYR340L,FR152,EIDW,DUB,EGNM,LBA,RYR,FR,B738,1647955710,en-route
4B1887,HB-JHN,CH,51.71,-2.7800000000000002,10363,282,885,0.0,14E,SWR14E,LX14,LSZH,ZRH,KJFK,JFK,SWR,LX,A333,1647955710,en-route
3C70C4,D-ALFD,DE,51.59,-2.76,11277,96,859,0.0,8189,GEC8189,LH8189,KORD,ORD,EDDF,FRA,GEC,LH,B77L,1647955710,en-route
4072C8,G-UZHB,UK,51.38,-2.71,0,219,18,0.0,34ZD,EZY34ZD,U26155,EGGD,BRS,LSGG,GVA,EZY,U2,A20N,1647955710,en-route
4067CD,G-WPDC,GB,51.38,-2.71,60,270,9,0.0,,,,EGGD,BRS,,,,,EC35,1647955710,en-route
4850E6,PH-AKF,NL,60.2,-2.68,10363,321,859,0.0,677,KLM677,KL677,EHAM,AMS,CYYC,YYC,KLM,KL,A333,1647955710,en-route
44B438,OO-MAX,DE,46.16,-2.68,11277,224,818,0.0,5TC,JAF5TC,TB1751,EBBR,BRU,GCTS,TFS,TUI,TB,B38M,1647955710,en-route
4077D3,G-VTEA,UK,53.66,-2.65,12496,161,848,0.0,24M,VIR24M,VS24,KLAX,LAX,EGLL,LHR,VIR,VS,A35K,1647955710,en-route
4CA215,EI-DEG,IE,53.1,-2.61,10058,141,788,-0.30000000000000004,9XJ,EIN9XJ,EI932,EGAC,BHD,EGLL,LHR,EIN,EI,A320,1647955710,en-route
4951D6,CS-TNV,PT,49.72,-2.5700000000000003,11871,212,788,2.9,1331,TAP1331,TP1331,EGKK,LGW,LPPR,OPO,TAP,TP,A320,1647955710,en-route
40189B,G-AYEF,GB,53.58,-2.56,365,126,151,-1.0,,,,,,,,,,P28A,1647955710,en-route
401B75,G-BCJN,GB,51.52,-2.54,518,326,140,0.0,,,,,,,,,,P28A,1647955710,en-route
C01725,C-FITW,CA,54.5,-2.5,9753,321,881,0.0,871,ACA871,AC871,LFPG,CDG,CYUL,YUL,ACA,AC,B77W,1647955710,en-route
4D2246,9H-QEJ,IE,41.57,-2.47,11277,201,807,0.0,53EA,RYR53EA,FR5221,LFBD,BOD,GMFF,FEZ,RYR,FR,B738,1647955710,en-route
400EF3,G-BYVW,UK,52.58,-2.45,1402,325,148,0.0,93,UAY93,,,,,,UAY,,G115,1647955710,en-route
43C8F7,ZM529,UK,52.74,-2.44,0,99,22,-1.3,116,SYS116,,,,,,SYS,,EC35,1647955710,en-route
40598E,G-LINJ,GB,56.89,-2.42,182,174,179,-0.7000000000000001,,,,,,,,,,R44,1647955710,en-route
40507C,G-DFUN,GB,50.84,-2.41,853,67,235,1.0,,,,,,,,,,RV6,1647955710,en-route
45C86A,OY-RCJ,FO,61.37,-2.41,10980,286,796,0.0,453,FLI453,RC453,EKCH,CPH,EKVG,FAE,FLI,RC,A320,1647955710,en-route
4BB068,TC-LCH,TR,40.41,-2.4,10668,248,763,0.0,3FK,THY3FK,TK1449,LTFM,IST,LPPR,OPO,THY,TK,B38M,1647955710,en-route
43C918,ZP801,UK,58.66,-2.39,6812,26,755,7.2,,,,,,,,RFR,RR,P8,1647955710,en-route
400B17,G-ISHA,GB,53.47,-2.39,0,360,3,0.0,,,,,,,,,,P28A,1647955710,landed
4022DA,G-ROOK,GB,57.26,-2.39,266,155,162,-1.0,,,,,,,,,,C172,1647955710,en-route
4CA25A,EI-DHE,IE,53.63,-2.39,11582,275,820,0.0,8YK,RYR8YK,FR7149,EYVI,VNO,EIDW,DUB,RYR,FR,B738,1647955710,en-route
4CA84C,EI-EMD,IE,54.15,-2.38,10652,337,822,-14.3,430J,RYR430J,FR5578,LEAL,ALC,EGPH,EDI,RYR,FR,B738,1647955710,en-route
34644E,EC-NJI,ES,40.44,-2.37,5951,302,529,-4.6,3919,IBS3919,IB3919,LEPA,PMI,LEMD,MAD,IBS,IB,A21N,1647955710,en-route
4CA762,EI-EFG,IE,53.96,-2.36,4991,198,620,-8.5,8047,RYR8047,FR8047,ESSA,ARN,EGGP,LPL,RYR,FR,B738,1647955710,en-route
40444E,G-BZNN,UK,50.89,-2.34,1120,89,696,0.0,2,BLD2,,EGHH,BOH,,,BLD,,BE76,1647955710,en-route
44AAC1,OO-JVA,DE,41.79,-2.33,11277,206,825,0.0,5EM,JAF5EM,TB1071,EBOS,OST,LEMG,AGP,TUI,TB,E190,1647955710,en-route
40471F,G-CBMZ,GB,52.14,-2.3,693,338,170,0.0,,,,,,,,,,EV97,1647955710,en-route
4258C0,RANGER3,RU,53.34,-2.3,0,233,9,0.0,,,,,,,,,,GRND,1647955710,en-route
4258C2,RANGER5,RU,53.35,-2.2800000000000002,0,194,22,0.0,,,,,,,,,,GRND,1647955710,en-route
4258C1,RANGER4,RU,53.36,-2.27,0,357,25,0.0,,,,,,,,,,GRND,1647955710,en-route
4071AF,G-HSVI,GB,52.51,-2.26,0,155,22,0.0,,,,,,,,,,C172,1647955710,en-route
3964F3,F-GZHT,NL,42.98,-2.25,11590,40,857,0.0,13XH,TVF13XH,TO3293,GCFV,FUE,LFPO,ORY,TRA,TO,B738,1647955710,en-route
4055B8,G-IACF,UK,57.2,-2.21,0,2,0,0.0,62G,BHL62G,,EGPD,ABZ,EGPB,LSI,BHL,,S92,1647955710,landed
406A79,G-CICH,UK,57.2,-2.21,0,73,12,0.0,76J,BHL76J,,EGPD,ABZ,EGPB,LSI,BHL,,S92,1647955710,en-route
407B2C,G-NHVG,BE,57.21,-2.2,0,154,11,0.0,790,NHZ790,,,,,,NHX,,EC75,1647955710,en-route
4078F8,G-NHVV,BE,57.21,-2.2,0,84,14,0.0,653,NHZ653,,,,,,NHX,,EC75,1647955710,en-route
4076C5,G-MCSH,UK,57.21,-2.19,0,203,90,-3.6,89Q,BND89Q,,,,,,BND,,EC75,1647955710,en-route
3CD71C,D-CITO,DE,48.66,-2.19,2811,263,483,-12.0,248,PWF248,8W248,EHAM,AMS,LFRT,SBK,PWF,8W,D328,1647955710,en-route
4029BA,G-BNXE,GB,51.4,-2.19,944,28,203,0.0,,,,,,,,,,P28A,1647955710,en-route
407C2D,G-LDGG,GB,51.88,-2.18,1531,48,251,0.7000000000000001,12,LDG12,,EGTK,OXF,EGBJ,GLO,LDG,,DA42,1647955710,en-route
401E1A,G-BHCC,GB,51.88,-2.18,30,45,122,0.0,,,,EGBJ,GLO,,,,,C172,1647955710,en-route
34644B,EC-NGP,ES,40.71,-2.16,6469,221,557,-5.2,3677,IBS3677,IB3677,EDDB,BER,LEMD,MAD,IBS,IB,A21N,1647955710,en-route
4071FA,G-CJLI,GB,51.43,-2.16,701,221,175,0.0,,,,EGBP,GBA,,,,,P28A,1647955710,en-route
AB599B,N830NW,US,54.36,-2.13,10363,326,868,0.0,153,DAL153,DL153,LIRF,FCO,KJFK,JFK,DAL,DL,A333,1647955710,en-route
DD515E,G-CLRT,GB,51.69,-2.13,358,106,92,2.6,,,,,,,,,,GLID,1647955710,en-route
4010C3,G-PPLG,GB,55.57,-2.12,998,124,100,-0.30000000000000004,,,,EGPT,PSL,,,,,MT,1647955710,en-route
44CDC4,OO-SND,BE,46.06,-2.11,11582,36,848,0.0,3784,BEL3784,SN3784,GCLP,LPA,EBBR,BRU,BEL,SN,A320,1647955710,en-route
401DA3,G-BGIY,GB,55.81,-2.1,1097,332,194,-0.30000000000000004,,,,,,,,,,C172,1647955710,en-route
400AD0,G-CBTT,GB,51.55,-2.07,1706,263,218,0.0,,,,,,,,,,P28A,1647955710,en-route
40778E,G-CLDB,GB,51.05,-2.05,685,108,96,0.0,,,,,,,,,,EV97,1647955710,en-route
